Name,Team,IP,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Season,Age,NameASCII,PlayerId,MLBAMID
"Rich Hill","- - -",429.1,0.3919,,0.0992,,,0.0255,0.0636,0.3618,,,0.0286,,,,88.29360014204545,,83.68275819975754,,,85.56257109402279,70.35874391564339,71.88306510237175,,,82.02039788848725,,,5.097417857776988,,-0.9843862491777573,,,10.130054260765373,-11.080199915731969,-9.893948795758819,,,8.40662541555528,,,10.673991632634943,,4.312579049461189,,,3.7252508301974676,-0.21220896516680182,-7.878090959498619,,,4.436389923095703,,,-0.4019016142595898,,-0.1508657429795498,,,0.24205723246715588,-2.1163183093204627,-0.1282600085124485,,,1.4581205443808096,,,0.2582,0.6207,0.4585,0.6486,0.8587,0.8057,0.5524,2021,42,"Rich Hill",4806,448179
"Adam Wainwright","STL",499,0.0949,,0.2334,,,0.2868,0.0009,0.3178,,,0.0597,,,,87.86913031827177,,84.21630859375,,,88.34729291757642,75.79999651227679,72.85251982368007,,,82.28238932291667,,,-1.252609514623959,,3.0222424683141096,,,-7.785187807041485,8.090499877929688,9.068920378989361,,,-8.266666692257926,,,8.661767964627309,,3.9719850597463453,,,7.139668267262555,-1.0305100168500627,-8.446714048032407,,,4.86967298719618,,,-1.2340176747350076,,0.21670147468827566,,,-0.11932522025951652,-9.393973435674395,0.45385232930628683,,,-0.49172355490785474,,,0.2453,0.5944,0.4289,0.6534,0.9095,0.84,0.5258,2021,40,"Adam Wainwright",2233,425794
"Justin Verlander","- - -",337.1,0.5024,,,,,,0.2684,0.1939,,,0.0353,,,,94.66216982709209,,,,,,87.16630901287553,78.62405824566832,,,85.5510890794837,,,-5.494566401772067,,,,,,1.7507660828946485,3.4365662829710706,,,-9.241320402725883,,,11.41679777058655,,,,,,3.0824098600679544,-6.682999956489789,,,6.034532464068869,,,1.4969582335271132,,,,,,1.1653912731996592,1.0798169613474666,,,0.054182816782723305,,,0.3289,0.6874,0.5156,0.6407,0.8563,0.7904,0.5208,2022,40,"Justin Verlander",8700,434378
"Zack Greinke","- - -",450.1,0.3541,,0.0662,,,0.0775,0.1456,0.1692,,0.0003,0.186,,,,89.11949535069635,,85.61923243856837,,,89.69014630004438,81.42196293451812,71.82633810139022,,52.20000076293945,86.43383937589115,,,-1.5032915594670184,,3.2776603046645465,,,-8.407093065498518,5.37403199647212,6.3674656076973495,,1.590000033378601,-7.635595981612405,,,9.46051389028966,,3.4560598715757713,,,6.1324069334642735,2.1821800172618575,-6.294454822572178,,11.03499984741211,2.880043448966719,,,0.34531562243444275,,-0.40543951237430936,,,-1.6287444105004742,-0.08521069518215338,-0.2847245050264043,,4.47931345552206,0.2229289888995682,,,0.2942,0.6348,0.4617,0.6812,0.8989,0.8284,0.4917,2021,38,"Zack Greinke",1943,425844
"Charlie Morton","ATL",521,0.3365,,0.0861,,,0.1045,,0.3926,,,0.0803,,,,95.12411390923025,,88.29427690163116,,,94.57566003632127,,81.44789842381786,,,86.53166792974322,,,-7.657918904068035,,0.01599068267050183,,,-10.594341880396792,,7.8705285067316115,,,-10.638559208106722,,,7.005933215897479,,3.078107932912367,,,3.3961051807068943,,-5.149206122528094,,,0.9664148393269102,,,-0.3759551040919584,,-0.08885087805010189,,,-1.2180450155906248,,1.6923525839852647,,,0.3701056041535569,,,0.2836,0.6096,0.4463,0.4573,0.8459,0.7221,0.499,2021,38,"Charlie Morton",4676,450203
"Max Scherzer","- - -",477.1,0.462,,0.0966,,,,0.1969,0.105,,,0.1395,,,,94.03316675607361,,89.27969279707058,,,,85.02675847909556,75.7918046274808,,,84.35481582671002,,,-7.161306346264002,,-0.920806021120021,,,,0.6700796498373507,7.559636349256762,,,-9.30980257537783,,,9.312609888142822,,4.769575816699626,,,,2.0765727489067833,-5.242396942021447,,,2.184832343246666,,,1.2479974120066268,,0.5548932191932648,,,,2.073064943324177,0.43913800121498475,,,0.23049447821858762,,,0.3171,0.6863,0.5101,0.4964,0.8003,0.7101,0.5227,2021,37,"Max Scherzer",3137,453286
"Johnny Cueto","- - -",325.1,0.2805,,0.0962,,,0.1994,0.201,0.0098,,,0.2129,,,,91.73994607765582,,86.98106238215615,,,91.60933093237736,84.36452265510782,76.27600158691406,,,82.87175778105595,,,-7.4525307916396155,,-2.7705292002489514,,,-10.245781177153521,0.2347970678095232,1.5867028045654297,,,-7.453363343127408,,,8.778928053445656,,5.700278282165527,,,5.541742703301031,3.6839960444043256,-0.38240460395812986,,,2.51608565891129,,,1.1079863637331977,,-1.261195504009845,,,0.611690602362273,-0.5800421071941392,-5.594216026365757,,,-1.0865967199823234,,,0.303,0.6915,0.5019,0.7232,0.8711,0.8275,0.5119,2021,36,"Johnny Cueto",6893,456501
"Lance Lynn","- - -",462.1,0.435,,0.2603,,,0.1492,0.0382,0.0629,,,0.0543,,,,93.07199594665272,,88.74091094452423,,,91.82456497032884,84.16564526201105,81.45681838358729,,,85.68229711797248,,,-3.2885385389037283,,0.42717203584227054,,,-7.54972998855006,1.1852006717604033,5.517654923368092,,,-8.355215264279305,,,7.991117907225979,,3.173950987976867,,,4.003941658897267,-0.3655748172682159,-0.7948770601887348,,,3.699882872367019,,,0.7016550975551665,,0.2737431097533796,,,0.10448206469208937,-1.8423884410132356,-2.283039928437018,,,-2.1616178007716194,,,0.2873,0.7193,0.506,0.5573,0.8201,0.7464,0.5062,2021,35,"Lance Lynn",2520,458681
"Wade Miley","- - -",320.1,0.1725,,0.4526,,,0.0258,0.0517,0.0294,,,0.2675,,,,89.91785545173329,,85.85406305164845,,,89.99384577824519,79.06961669921876,74.49053955078125,,,82.45453107587295,,,2.2417119461270523,,-1.3792608482669098,,,8.070938638540415,-5.930550149770883,-5.093574266175966,,,9.168023887396213,,,9.831151797474805,,4.532463838512771,,,7.30551511324369,2.204057634793795,-5.072500074231947,,,4.400052100375715,,,0.6571963236319579,,0.40065055916745984,,,-1.8640919574178183,0.7064212629428276,-0.6755666756952131,,,0.45093173551391175,,,0.2633,0.6705,0.4582,0.6657,0.8538,0.7974,0.4784,2021,35,"Wade Miley",8779,489119
"Yu Darvish","SDP",497.1,0.218,,0.2755,0.066,,0.1136,0.2478,0.0451,0.0334,,0.0004,,,,94.72699277321223,,86.94721572764598,89.14952380952381,,94.34524293072455,82.80608669457128,72.28857829909471,79.14811947471217,,81.60000101725261,,,-4.484942267922794,,2.1372357145713194,-4.345748581659226,,-8.792887054713427,7.372288317319889,5.909532127274112,4.7571617069100975,,-7.1308333079020185,,,10.377548974553056,,1.3865419652340185,3.348087681361607,,6.668960031154937,-0.6976590710566892,-9.01100264950383,-7.090714504844264,,4.953863143920898,,,-0.027169796155879514,,0.17633322255862674,0.6158403612318494,,0.5802869825599204,0.9407937445430692,1.7708890357970526,2.4154209790933403,,-2.238335957129796,,,0.2831,0.6399,0.4788,0.5457,0.8381,0.76,0.5485,2021,35,"Yu Darvish",13074,506433
"Clayton Kershaw","LAD",379.2,0.3786,,,0.0009,,0.0019,0.4448,0.1637,,,0.01,,,,90.68738361266294,,,84.44000244140625,,90.84545343572444,86.73518286945325,73.56598366859527,,,84.93508643434758,,,0.2531405969261013,,,5.691839981079101,,5.347863630814985,-2.4052416624622377,-2.2723939893576763,,,7.127140379788583,,,10.95970679483822,,,7.272959899902344,,10.850181926380504,4.548787596108608,-8.874176386739775,,,9.090228030556126,,,0.48170499971875264,,,13.512655720114708,,0.7639218460429799,1.827943836753559,0.6536213899646817,,,-3.479944162985735,,,0.3316,0.6736,0.4996,0.4639,0.8339,0.709,0.4914,2021,34,"Clayton Kershaw",2036,477132
"Alex Cobb","- - -",394.1,0.0129,,,0.3972,,0.4111,0.0197,,0.1591,,,,,,93.44523584275018,,,89.1147563056739,,94.18106170471557,86.21171569824219,,83.54129518254352,,,,,-6.178808280399868,,,-8.038795477101084,,-9.632851789097586,5.500367164611816,,3.0731238359639446,,,,,9.619779950096493,,,1.688690965624395,,5.364273893619012,-1.6842108964920044,,-6.817872274313951,,,,,0.9527369712789854,,,0.5102450436372151,,0.31690001069473295,-1.3149011268978938,,-0.21115578927200584,,,,,0.3102,0.5918,0.4475,0.5886,0.8817,0.7776,0.4877,2021,34,"Alex Cobb",6562,502171
"Kyle Gibson","- - -",541.2,0.1268,,0.1765,,,0.2938,0.1847,0.0802,,,0.138,,,,92.31885354853284,,89.54548325463739,,,91.97621701798349,82.74440324030644,79.3144096352525,,,85.05246980419717,,,-3.955692166187724,,-0.13310752832452663,,,-8.941151804894021,3.1843777597509675,3.3086282829042815,,,-8.787221740978033,,,9.644389710139707,,5.74238880017665,,,4.82115959971206,0.3207986245981375,-4.334720463161854,,,2.7195146696338095,,,-0.10000825206492985,,0.3261725371947307,,,-0.0001350874608417727,0.8498369275200285,-0.7419008933415674,,,-0.08662291744014708,,,0.2824,0.6559,0.4606,0.554,0.8701,0.7688,0.4772,2021,34,"Kyle Gibson",10123,502043
"Miles Mikolas","STL",448.1,0.2658,,,,,0.2331,0.2489,0.2001,,,0.0494,,,,93.38955265525053,,,,,92.8095450265067,87.09191647889469,76.07096400274433,,,84.21575875268624,,,-3.572889096192968,,,,,-8.458006149802165,1.3770005384085866,4.117733639292947,,,-8.033065664734062,,,8.883001144506784,,,,,7.153921040358152,2.5237223082940283,-8.532627759506614,,,5.31234951073939,,,0.6867100254320768,,,,,-0.22007912170923224,0.4393283693320248,-0.6808364354918259,,,1.0081549642079197,,,0.2722,0.6525,0.4909,0.6912,0.8867,0.8407,0.5752,2021,33,"Miles Mikolas",9803,571945
"Merrill Kelly","ARI",536,0.3046,,0.1683,,,0.1583,0.0192,0.1398,,,0.2099,,,,92.18975378413138,,90.86805073647923,,,92.22574138423458,85.45282903707252,81.82620723329741,,,88.31384396539345,,,-4.891721459023793,,-1.4891668718660458,,,-9.478804391481816,0.16913647771631396,4.649956959691541,,,-9.543216676838025,,,8.901990340262664,,7.356088895169234,,,4.692574238831636,2.133427673915647,-5.664077653556035,,,1.9415410461951643,,,-0.10595070128154038,,1.158278016773797,,,0.462225788561606,-0.49290752167221885,0.005457644382941312,,,1.0734082736173352,,,0.2963,0.6606,0.4858,0.611,0.8614,0.7881,0.52,2021,33,"Merrill Kelly",11156,518876
"Jose Quintana","- - -",304.1,0.3443,,,,,0.2039,,0.2713,,,0.1804,,,,91.1091729149189,,,,,91.07960402188827,,78.22853121950408,,,86.29850868379802,,,2.3412309428989486,,,,,7.8927195173485085,,-4.194116423196028,,,7.312326600228455,,,9.019116258727891,,,,,8.106326599409268,,-3.4635628401767793,,,4.113175057296183,,,0.3431288052508628,,,,,1.6226027519692778,,0.6283039696424713,,,-1.850331855764893,,,0.3198,0.6549,0.4664,0.6071,0.8777,0.7733,0.4375,2021,33,"Jose Quintana",11423,500779
"Drew Smyly","- - -",375.1,0.1594,,0.1375,,,0.2514,,0.1432,0.3076,,0.001,,,,92.07955902038452,,88.29512319886034,,,92.19568103756353,,78.85652152139075,78.66308289524922,,82.60000101725261,,,4.349839739904614,,2.760998822255417,,,5.219771233719822,,2.3437904689622964,2.2359356429594204,,3.883333206176758,,,10.799799978374718,,6.257903760318556,,,9.796855146124523,,0.33157191281866205,-0.4739267858265593,,6.566666920979817,,,-0.8203050211251139,,-0.700972705179529,,,-0.871644251218972,,-0.09213648404232501,0.013913115561936876,,-2.201824076473713,,,0.3086,0.6754,0.4896,0.5546,0.8563,0.7599,0.4935,2021,33,"Drew Smyly",11760,592767
"Chris Bassitt","- - -",539,0.1343,,0.1678,0.0124,,0.3629,0.1356,0.113,,,0.074,,,,93.03223953720106,,88.55007203014185,82.58365572415866,,92.40449282786885,77.2640350877193,71.20936883223685,,,84.93633189308682,,,-4.075349819565157,,0.7000127663849094,-8.14875969519982,,-9.615357325819673,7.438245592619244,7.939242393092106,,,-10.206575547000602,,,7.934171772932352,,4.921567313552748,2.535240466778095,,5.510645811987705,-0.2171236941688939,-8.248137078536184,,,4.479927578156401,,,-0.7461584758003588,,0.183975173702054,-3.0660035339399023,,1.7466568364227404,-0.511849638924264,1.0295507280450118,,,0.10701996480920307,,,0.2595,0.6405,0.4702,0.6205,0.8462,0.7905,0.553,2021,33,"Chris Bassitt",12304,605135
"Madison Bumgarner","ARI",321.2,0.3301,,0.3536,,,0.016,0.0009,0.1999,,,0.0987,,,,90.74596015580836,,86.75730953166227,,,89.96976843545603,83.3,78.13361353656046,,,84.81947254548676,,,5.599048741730409,,-0.7011966312780858,,,8.97267417020576,-2.1760000228881835,-4.54727637311435,,,8.265636941661006,,,8.92803275376272,,4.745265378926863,,,7.067441851593728,0.36600000858306886,-1.5265191342650342,,,4.414442340007126,,,-0.926445365592273,,-0.4510151984116018,,,-6.948345522721146,-20.941980704665184,0.024432651733372616,,,-0.4244534619194799,,,0.2563,0.6678,0.4803,0.6661,0.8742,0.8236,0.5443,2021,32,"Madison Bumgarner",5524,518516
"Nathan Eovaldi","- - -",435.2,0.3965,,0.1334,0.196,,,0.1042,0.1699,,,,,,,96.05937928473492,,91.38815174932066,87.8684168708395,,,85.64005794180285,77.81612461337457,,,,,,-7.797455224520109,,-0.4204141202180282,-7.756619966947115,,,2.7352642542132086,4.796092166835537,,,,,,8.273042054673217,,6.425358913255774,1.1740133071086816,,,1.611233526874484,-5.549010397224296,,,,,,-0.05182075584937275,,0.26892777248893096,1.242087625198551,,,-1.0738941404310487,0.9723289631332553,,,,,,0.314,0.671,0.5045,0.5416,0.8462,0.7578,0.5336,2021,32,"Nathan Eovaldi",9132,543135
"Patrick Corbin","WSN",504.1,0.212,,0.001,,,0.3782,0.3428,0.0033,,,0.0628,,,,92.07968927758817,,85.875,,,92.49904336734694,80.89665818457615,65.05926005045573,,,81.78867637356046,,,5.392701861801408,,-0.0037499999161809683,,,8.826868485431282,-0.962584955441545,-1.4270370999972026,,,7.48552763896803,,,8.668760054483077,,3.8887500762939453,,,7.026502025370696,0.7501522873305871,-0.9851852059364319,,,6.221362679567538,,,-1.2905134303459262,,1.0048681404441595,,,-0.6129622971401455,-1.0310005932532689,-12.551766454621596,,,-2.515910473614645,,,0.2978,0.6421,0.4667,0.5763,0.8909,0.7886,0.4905,2021,32,"Patrick Corbin",9323,571578
"Zack Wheeler","PHI",558.1,0.4259,,,,,0.1803,0.2608,0.1127,,,0.0203,,,,96.33389963958501,,,,,95.80795721276257,89.93244009958187,81.39246276731161,,,90.37740278513418,,,-4.882802368591687,,,,,-9.395480616695178,1.752548419253927,4.945570314488926,,,-8.388542347708665,,,9.17156553152789,,,,,6.1234437783457984,3.2347534609512545,-5.938024330527623,,,5.9993947778044445,,,1.4257732818941644,,,,,2.014170246309038,0.4984714059670731,-0.5089827500238195,,,-2.7246047821590453,,,0.3062,0.6863,0.5104,0.5482,0.8347,0.7551,0.5371,2021,32,"Zack Wheeler",10310,554430
"Kyle Hendricks","CHC",402.1,0.2053,,,,,0.3761,,0.0897,,,0.3289,,,,87.33771596763219,,,,,87.22419321678693,,73.05533825205738,,,80.29300857099514,,,-4.043561445980754,,,,,-8.067525400573006,,7.671298967137456,,,-7.370509708737864,,,8.849369980499125,,,,,4.923005031203576,,-7.11122973024633,,,5.795592195084952,,,-1.2068667340426942,,,,,-0.015090049223907937,,-1.3983692344132266,,,0.2117756414181978,,,0.3112,0.6281,0.4717,0.6653,0.8675,0.8017,0.5065,2021,32,"Kyle Hendricks",12049,543294
"Sonny Gray","- - -",439,0.264,,0.0949,,,0.2282,0.1634,0.2084,,,0.0401,,,,92.50706977739726,,85.83292593607088,,,92.41032953105197,83.11495609789823,79.20763575641915,,,87.8595631733698,,,-0.7536581943459707,,2.9309771002792733,,,-7.409435895912548,8.917717047497234,7.660603699958796,,,-7.798555890575643,,,8.15064132063356,,-0.8218780843223014,,,5.627287774031607,-3.2818141160813052,-8.136842429844727,,,3.9887112503878046,,,0.7552985312187508,,0.7715614444417197,,,0.08832838513778643,1.4630044522011174,0.9307080095195671,,,-0.392271371201918,,,0.2735,0.6258,0.4481,0.522,0.8694,0.7624,0.4955,2021,32,"Sonny Gray",12768,543243
"Tyler Anderson","- - -",486.2,0.3723,,0.2382,0.0003,,0.0805,0.0024,0.007,,,0.2992,,,,90.48525760926476,,85.23445386791965,90.05000305175781,,88.883197429713,77.76111348470052,73.52452778366377,,,79.91181036167966,,,4.66697632589458,,-0.7518928742329893,-10.451149940490723,,10.928543389524176,-2.5197210841708713,-1.2680147785060811,,,7.894151334285318,,,10.737960153408151,,5.943429856473845,5.257999897003174,,4.0590688571649896,1.2425199879540338,-4.405070457818373,,,6.672103962215862,,,-0.1179010511706115,,0.8959979699901999,-4.719424992799759,,-1.4589558174715151,-1.2019162583682272,-2.7436848659560367,,,0.5334363190606041,,,0.311,0.707,0.5189,0.6062,0.8319,0.7677,0.525,2021,32,"Tyler Anderson",12880,542881
"Ross Stripling","- - -",324.2,0.3701,,,0.0025,,0.0568,0.2282,,0.1158,,0.2266,,,,92.01091897898706,,,85.63846529447116,,90.07891388977465,87.12423881918697,,76.88948173714003,,83.03191201271865,,,-2.8963501391116853,,,-10.00838411771334,,-7.0552210905114,1.9876779911881786,,3.5603772833669725,,-5.928674951755146,,,10.876149399776319,,,6.050715519831731,,8.302829768381962,4.105764330847789,,-6.5264458250322805,,6.64587881459311,,,-0.34665273037294364,,,-0.8180678750459965,,0.8844808554973733,0.32431437176162914,,-0.46398050660183515,,0.16916961386901525,,,0.2884,0.6762,0.4903,0.621,0.849,0.7847,0.5207,2021,32,"Ross Stripling",13273,548389
"Martín Pérez","- - -",452,0.0799,,0.2491,,,0.3498,0.0089,0.0486,,,0.2638,,,,92.89379449939051,,89.58959586190662,,,92.26032447969382,84.08730158730158,78.83644321986607,,,84.40869743441358,,,6.755679482263877,,1.1869255313146785,,,9.755125445779036,-1.4872547898973738,-2.50283554344066,,,8.507131972750605,,,8.718710270333798,,6.923909545690245,,,5.954983866456066,3.315331670973036,-2.8018506998223396,,,5.361733338811099,,,0.3131097063739249,,-0.6192076495928545,,,0.637586890052446,3.225265053056535,-1.6156765249484482,,,-0.19035335896127786,,,0.2648,0.6337,0.4496,0.6763,0.88,0.8202,0.501,2021,31,"Martin Perez",6902,527048
"Jordan Lyles","- - -",536.2,0.3396,,0.0432,,,0.1319,0.2391,0.1496,,,0.0965,,,,92.10513770908537,,86.25540974398088,,,90.87899540247543,81.15855868316345,79.66211942347084,,,86.02553058741505,,,-4.056887163581105,,1.9932163359307362,,,-7.864044855459044,7.260667501657874,3.660533591014583,,,-8.062316660058132,,,10.042062117638725,,2.896910218261477,,,7.2369490469336615,0.21803623412300077,-8.314657036851091,,,4.641288369541755,,,-0.3332022254782447,,-1.3991889457825306,,,0.029128676887308615,-0.19923339415346947,-1.1331514469575046,,,-1.4934777134663952,,,0.2733,0.6735,0.4729,0.587,0.8836,0.7977,0.4988,2021,31,"Jordan Lyles",7593,543475
"Gerrit Cole","NYY",591,0.5078,,0.046,,,0.0026,0.2185,,0.1275,,0.0976,,,,97.34222497932176,,92.3878959760274,,,97.66400390625,88.74204859442575,,83.12075911243822,,89.62440776209678,,,-6.41231191680883,,0.1729132247297731,,,-10.2547998046875,2.0889909002770604,,5.226976975970449,,-9.033075279317876,,,10.519065181710092,,5.619771739663599,,,8.570399780273437,0.8521926784561209,,-7.154868212327533,,5.964967789188508,,,1.1354891631083612,,-0.09277972847767617,,,-4.663335368037224,1.6298837322475015,,0.11367459690943973,,0.3813900870661582,,,0.3137,0.6653,0.4898,0.5319,0.8135,0.7235,0.5009,2021,31,"Gerrit Cole",13125,543037
"Steven Matz","- - -",303.2,,,,,,0.5283,0.0495,0.1653,,,0.2568,,,,,,,,,94.35634126981898,88.9413807602221,77.9688844034784,,,84.71773680738406,,,,,,,,9.136866644565638,1.3691394831485675,-7.277196137420619,,,9.012917878798705,,,,,,,,7.00180980313651,3.3914104257050144,-4.64296661972589,,,1.3193724830328581,,,,,,,,0.05697156809621092,-2.170594360579476,-0.6885225964810626,,,0.791115308537011,,,0.2644,0.6423,0.4751,0.599,0.8394,0.7803,0.5577,2021,31,"Steven Matz",13361,571927
"Marcus Stroman","- - -",454.1,0.0643,,0.126,0.1223,,0.4292,0.184,0.0742,,,,,,,92.24082926787663,,89.72118258609154,86.47072465548422,,91.7875327065353,84.97961935960609,84.31306659814084,,,,,,-3.2405573874061284,,0.7290242092399427,-7.348839487191867,,-5.89968210989268,6.182395603092572,7.277933929905747,,,,,,7.89667710883128,,2.443996660951255,1.1122797953411852,,2.064961544506213,0.25404932225933513,0.31006078828464856,,,,,,0.11261403967329509,,0.967537378736563,-0.28671037050736076,,0.8075967765076778,0.6448413932141457,0.2921511461450295,,,,,,0.2848,0.6461,0.464,0.5626,0.8764,0.7794,0.4961,2021,31,"Marcus Stroman",13431,573186
"Alex Wood","SFG",367,,,,,,0.4559,0.3164,,0.0002,,0.2275,,,,,,,,,91.91167495983578,83.81563765914352,,83.5999984741211,,85.35543731558477,,,,,,,,9.8116316054813,-1.6146774919925895,,1.6666899919509888,,8.821180002542695,,,,,,,,6.031395821944172,-1.6331877845795557,,-5.786009788513184,,0.2451548030618605,,,,,,,,0.37110783439029843,0.08576576398693239,,-5.800173431634903,,-0.3853523299012744,,,0.2932,0.6221,0.4692,0.5615,0.8475,0.7645,0.5353,2021,31,"Alex Wood",13781,622072
