"last_name, first_name","player_id","year","woba","xwoba","n_ff_formatted","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","ff_avg_break","n_sl_formatted","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","sl_avg_break","n_ch_formatted","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","ch_avg_break","n_cu_formatted","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z","cu_avg_break","n_si_formatted","si_avg_speed","si_avg_spin","si_avg_break_x","si_avg_break_z","si_avg_break","n_fc_formatted","fc_avg_speed","fc_avg_spin","fc_avg_break_x","fc_avg_break_z","fc_avg_break","n_fs_formatted","fs_avg_speed","fs_avg_spin","fs_avg_break_x","fs_avg_break_z","fs_avg_break","n_st_formatted","st_avg_speed","st_avg_spin","st_avg_break_x","st_avg_break_z","st_avg_break"
"Márquez, Germán","608566","2022",".341",".327","30","95.6","2138","-9","-16.6","16.1","20.9","87.7","2390","0.3","-31.1","5","3","87.8","1595","-10.2","-27.7","13.2","22.1","86.5","2577","1.1","-38.3","3.3","24.1","95.1","2111","-14.3","-21.1","17.1",,,,,,,,,,,,,,,,,,
"Quantrill, Cal","615698","2022",".305",".321","2.7","93.5","2167","-6.6","-13.8","18.7",,,,,,,"11.8","85.3","1533","-12.3","-30","14.6","4.3","82.7","2447","3.7","-42.9","5.4","45.1","93.6","2105","-12.1","-16.3","19.3","36","88.5","2238","2.7","-27.8","8","0","83.2","1390","-15.7","-34.2","16.6",,,,,,
"Kaprielian, James","621076","2022",".322",".331","48.9","94","2006","-7.6","-15.5","17.4","23","85","2291","4.5","-34.3","7.6","10.1","85.2","1365","-8.3","-35.4","9.1","12.5","79.3","2496","7.3","-51.9","11.5","5.5","94.4","1931","-15.8","-20.1","19.2",,,,,,,,,,,,,,,,,,
"Berríos, José","621244","2022",".350",".346","27.7","94","2241","-10.6","-16.6","18",,,,,,,"15.4","84.6","1522","-14.4","-33.9","15.4",,,,,,,"25.9","93.9","2116","-16.6","-20.7","19.7",,,,,,,,,,,,,,,,,,
"Wood, Alex","622072","2022",".315",".310",,,,,,,"36","84.5","2067","-3.1","-41.1","4.9","18.5","85.7","1668","14.1","-37","14.3",,,,,,,"45.5","92.4","2041","15.6","-21.6","18.9",,,,,,,,,,,,,,,,,,
"Castillo, Luis","622491","2022",".273",".284","32.9","97.1","2354","-11.4","-15.4","17.9","21.1","86.5","2422","1.1","-36","2.4","22.3","88.4","1937","-17.3","-32.3","17.6",,,,,,,"23.7","96.9","2163","-17.8","-23.3","18.9",,,,,,,,,,,,,,,,,,
"Flexen, Chris","623167","2022",".315",".331","39.4","91.7","2132","-2.3","-13.7","19.2","6.1","81.1","2523","7","-43.1","8.3","16.1","81.1","1309","-12.6","-32.9","15.5","3.6","74.6","2651","8.4","-64.6","17.4","0.1","92.6","2169","-9","-12.9","21.1","32.5","87.4","2356","6.6","-28.4","10",,,,,,,"2.1","80.2","2587","12.6","-44.6","13.1"
"Suárez, Ranger","624133","2022",".314",".302","17.7","93.2","1894","6.6","-20.1","13.3","3.2","82.4","2114","-6.6","-38.8","7.4","21.5","84.9","1522","14.6","-32.3","16","7.8","76.6","2228","-9.7","-55.5","13.2","40.2","92.5","1907","16","-25.7","17.4","9.6","89.4","2016","-0.3","-26.8","8.1",,,,,,,,,,,,
"Urías, Julio","628711","2022",".263",".262","49.2","93.1","2521","3","-14.9","17",,,,,,,"17.5","86.2","1950","13.9","-30","15.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manaea, Sean","640455","2022",".330",".312","51.5","91.3","2001","12.5","-20.2","18.1","13.1","81.6","2036","-3.8","-38.9","5.8","24.6","84.9","1436","13","-31.2","15","0.1","80.7","2016","-7.2","-38.7","8.5","9.5","90.8","2025","16.8","-23.3","19.7",,,,,,,,,,,,,"1.3","77.3","2014","-13.2","-44.7","13.6"
"López, Pablo","641154","2022",".305",".301","38.9","93.5","2196","-4.5","-17.9","14.3",,,,,,,"35.4","87.5","1965","-17.3","-32.3","17.8","8.1","80.9","2495","11","-51.7","14.9","8.1","93.4","1999","-14.7","-25.3","16.2","9.6","88.7","2229","2.3","-28.8","6.6",,,,,,,,,,,,
"Cortes Jr., Nestor","641482","2022",".245",".257","43.8","91.8","2270","4.1","-12.7","20.3",,,,,,,"4.4","82.9","1329","12.7","-33.9","14.5","0.3","72.1","2437","-9","-56.9","14.5","3.1","90.7","2261","10.8","-17.9","19","29.8","86.9","2370","-4.7","-27.4","10.1",,,,,,,"18.6","77.1","2521","-15.2","-42.4","16"
"Dunning, Dane","641540","2022",".344",".327","0.2","88","2034","-5.8","-26.6","10.9","27.9","78.7","2081","7.5","-48.5","9.1","20.2","84","1860","-17.2","-34.7","17.9","0","80.1","2215","10.1","-55.2","15.4","39.9","89.5","2004","-15.6","-28.8","16.7","11.8","87.1","2158","0.9","-26.6","9.6",,,,,,,,,,,,
"Hudson, Dakota","641712","2022",".326",".343","20.2","91.3","2169","-4.2","-24.3","9.8","26.3","87.8","2366","0.5","-30.7","5.5","4","86.5","1446","-12.4","-28.8","14.8","13.6","80.5","2420","7.4","-46.9","9.1","36","91.9","2060","-12.4","-26.3","14",,,,,,,,,,,,,,,,,,
"Keller, Brad","641745","2022",".337",".323","35.3","94.5","2409","2.4","-17.3","13.5","34.7","86.9","2541","5.7","-38.5","6.6","5.8","90.3","1618","-10.1","-24.7","13.8","1.5","87.8","2543","4.8","-37.5","5.6","22.7","93.4","2193","-10.4","-23.5","13.1",,,,,,,,,,,,,,,,,,
"Kuhl, Chad","641771","2022",".368",".352","2.5","92.9","2218","-9.3","-18","16.5","36.7","86.5","2541","3","-34.4","4.5","7.2","87.9","1699","-13.9","-29","15.6","11.5","79.5","2866","12.3","-54.6","16.7","42.2","92.8","2129","-14.4","-21.8","17.7",,,,,,,,,,,,,,,,,,
"Lauer, Eric","641778","2022",".310",".311","43.9","93.3","2289","9.8","-14.6","19.6","17.3","86.7","2286","-3.1","-32.3","6.6","3.1","87.2","1746","15","-27.3","17.5","15.9","78.2","2400","-6.4","-52.7","10.7",,,,,,,"19.8","89.7","2268","0.5","-23.1","11.1",,,,,,,,,,,,
"Mahle, Tyler","641816","2022",".303",".291","52","93.2","2293","-10.2","-13.5","20.8","11.4","83.9","2496","5","-36.8","5.9",,,,,,,,,,,,,,,,,,,"12.9","85.5","2397","1.8","-27","10.6","23.6","85.4","1895","-14.3","-27.6","17.7",,,,,,
"Alcantara, Sandy","645261","2022",".260",".266","25.1","98","2199","-12","-14.9","18.4","22","90","2355","0.3","-30.5","4.2","27.6","91.8","2056","-16.8","-28.9","17.3","0.3","86.2","2350","2.4","-39.3","3.8","25","97.8","2293","-17.7","-21.3","19.3",,,,,,,,,,,,,,,,,,
"Cease, Dylan","656302","2022",".263",".257","39.8","96.8","2507","-3","-10.3","19.3","42.9","87.4","2833","4","-35","5","2.4","77.9","1720","-8.3","-29.9","17.5","13.9","81.1","2697","3.6","-59.1","17.7","1","96.5","2492","-7.8","-10.8","20.4",,,,,,,,,,,,,,,,,,
"Keller, Mitch","656605","2022",".323",".318","33.3","95.5","2422","-7.3","-15.2","16.7","6.3","87.1","2452","4.9","-36.2","5.9","6.5","91.2","1633","-14.8","-28.1","15.8","15.4","78.7","2576","11.2","-60","19","22.2","94.4","2366","-14.8","-19.7","18.6",,,,,,,,,,,,,"16.2","83.2","2691","17.4","-42","17.7"
"Montgomery, Jordan","656756","2022",".291",".310","17.1","93","2305","8.7","-16.8","17.4",,,,,,,"22.2","82.3","1679","10.9","-28.5","16.3","22.3","80.2","2263","-2.9","-47.7","6.2","34.6","93","2211","16.9","-21.9","19.7","3.8","88.3","2387","-0.1","-25.7","9.7",,,,,,,,,,,,
"Rasmussen, Drew","656876","2022",".270",".290","35.7","95.5","2398","-2.3","-13.6","16.9","0.5","85.4","2514","1","-43.1","5.7",,,,,,,"4.4","79.6","2692","4","-59.5","16.4","3.9","94.9","2402","-11.9","-14.2","20.4","32.5","90.3","2612","1.4","-29.3","5.2",,,,,,,"23","84.6","2470","12.4","-42.2","13.2"
"Steele, Justin","657006","2022",".296",".295","56.4","92.2","2490","-1.6","-19.4","12.9","31.1","82","2687","-14","-43.3","14.5","2.1","87.8","1697","10.8","-24.2","15.9","2.6","78.4","2539","-11.9","-53","14.7","7.8","91.7","2430","9.2","-20.3","15.7",,,,,,,,,,,,,,,,,,
"Wright, Kyle","657140","2022",".288",".306","19.3","95.1","2384","-11.4","-17.7","17","7.2","90.1","2395","-1","-25.5","8.2","15.5","88.1","1699","-15.9","-35","16.1","34.1","84.7","2723","9","-46.6","12.7","23.9","94.4","2260","-16.6","-25.9","17.5",,,,,,,,,,,,,,,,,,
"Otto Jr., Glenn","657248","2022",".325",".343","23.2","92.1","2264","-4.2","-17.1","16",,,,,,,"7.5","88.1","1681","-14.3","-26","17.2","15","81.2","2461","6.6","-52.3","12.7","26.8","92.2","2235","-13.8","-22.4","17.2",,,,,,,,,,,,,"27.5","81.1","2590","16.5","-42.4","16.8"
"Webb, Logan","657277","2022",".283",".295","3.2","92.4","2069","-9.3","-22.4","13.5","32.7","82.5","2628","10.2","-39.4","10.5","31.2","86.4","1493","-7.1","-42","9.3",,,,,,,"32.9","91.8","1881","-14.8","-34.8","15.2",,,,,,,,,,,,,,,,,,
"Ryan, Joe","657746","2022",".294",".294","60.1","92","2194","-10.7","-17.5","18.4","17.1","82.3","2136","3.2","-37.4","5.1","10.4","84.8","2074","-17.4","-29.2","19.7","7","74.9","2371","10.7","-56.3","13.3",,,,,,,,,,,,,"1.9","83.7","2152","-16.3","-29.7","19.1","3.5","80.1","2265","8.7","-40.5","9.8"
"Ohtani, Shohei","660271","2022",".255",".256","27.3","97.3","2217","-3.5","-14.5","15","2.4","85.2","2498","7","-43.5","9.3",,,,,,,"8.5","77.6","2482","11.2","-59.6","17.6","3.7","97.2","1973","-16.2","-22.4","17.7","8.9","90.7","2378","3.6","-27.4","7.4","11.9","89.3","1274","-5.5","-31.9","6.8","37.4","85.3","2492","14","-32.7","15.3"
"Bubic, Kris","663460","2022",".371",".362","50.5","91.9","2134","7.7","-15.9","18.3",,,,,,,"27.8","80.7","1690","14.3","-33.2","17","21.7","79.4","2609","-7.6","-56.4","15.1",,,,,,,,,,,,,,,,,,,,,,,,
"McKenzie, Triston","663474","2022",".268",".293","56.1","92.5","2312","-3","-11.6","20.8","21.9","87.3","2197","5.3","-25.7","11.6",,,,,,,"21.9","79.4","2198","7.9","-51.3","11.5",,,,,,,,,,,,,,,,,,,,,,,,
"McClanahan, Shane","663556","2022",".248",".261","35.6","96.7","2233","10.8","-11.7","20.9","15.4","89.3","2348","-3.6","-30.5","6.1","25.4","87.7","1732","16","-25.4","19.4","23.5","82","2628","-7.6","-52.1","13.7",,,,,,,,,,,,,,,,,,,,,,,,
"Lynch IV, Daniel","663738","2022",".352",".345","42.8","94","2125","6.8","-15.2","17.2","29.6","86","2018","-0.4","-33.6","3.7","18.2","84.8","1671","13.2","-27.7","17","6","81.6","2096","-1.7","-45.4","5.6","3.4","93.4","2062","13.9","-19.2","18.6",,,,,,,,,,,,,,,,,,
"Sandoval, Patrick","663776","2022",".294",".307","22.8","93.1","2037","4","-15.1","17.2","29.2","86.3","2551","-6.6","-35.6","7.5","24.6","83.7","1608","14.3","-30.6","16.8","9.2","78.6","2779","-7.6","-56.5","14.4","14.2","93.4","1924","13.7","-19","18.6",,,,,,,,,,,,,,,,,,
"Singer, Brady","663903","2022",".300",".309","0.5","92.6","2327","-7.6","-20.2","14","38","85.5","2341","3.6","-36.8","4.3","7.7","86.9","2229","-14.5","-24.3","18.9",,,,,,,"53.8","93.8","2297","-14.9","-20.6","18.3",,,,,,,,,,,,,,,,,,
"Brubaker, JT","664141","2022",".339",".329","5.9","92.7","2156","-9.3","-16.2","18.5","31","86.7","2653","0.9","-34.3","2.9","5.1","87.2","1880","-15.2","-29.6","16.7","16","80","2813","6.5","-50.9","10.9","41.9","93.1","2281","-16.1","-21.7","19",,,,,,,,,,,,,,,,,,
"Valdez, Framber","664285","2022",".272",".284","3.6","94.1","2192","7.4","-22.1","11.8",,,,,,,"9","88.7","1631","15.3","-33","15.7","28","79.1","2848","-11.7","-60.5","20.1","49","93.9","2203","14.4","-24.2","16.2","10.3","83","2673","-3.7","-45","6.9",,,,,,,,,,,,
"Javier, Cristian","664299","2022",".251",".244","60.1","93.8","2354","-7.3","-12.3","20.4","27.6","79.9","2621","15.1","-40.2","15.8","3.9","85.2","2214","-14.5","-28.2","17.6","8.4","76.5","2884","13.2","-56.4","16.4",,,,,,,,,,,,,,,,,,,,,,,,
"Urquidy, José","664353","2022",".316",".329","52.7","93.5","2201","-7.7","-11.7","21.3",,,,,,,"14.8","86.1","2006","-15.8","-23.6","20.9","14.1","78.1","2628","7.4","-60.3","16.9",,,,,,,"4.8","87.4","2508","4.2","-29.7","8.2",,,,,,,"13.5","80.1","2623","14.5","-41.9","14.9"
"Kremer, Dean","665152","2022",".312",".326","32.7","93.5","2235","-8.9","-14.8","18.9",,,,,,,"15.4","83.7","1580","-15.1","-37.8","15.6","12.3","76.5","2697","11.1","-62.2","18.6","8.7","91.7","2139","-16","-20.5","20.3","30.9","88","2478","4.7","-27.1","9.9",,,,,,,,,,,,
"Manoah, Alek","666201","2022",".261",".284","35.8","93.9","2369","-5.5","-14.3","17.8","27.1","81.5","2216","14.5","-41","14.7","11.2","86.5","1980","-14.5","-27.3","17.7",,,,,,,"25.9","93.3","2193","-14.7","-21.2","18.2",,,,,,,,,,,,,,,,,,
"Plesac, Zach","668676","2022",".324",".351","43","91.9","2148","-7.4","-13.6","20.3","24.3","85.4","2125","1.4","-29.9","7.7","22.1","85.7","1626","-11.4","-24.9","17","10.4","79.3","2182","1.9","-52.8","9.8","0.2","89.4","2080","-13.6","-19","20.2",,,,,,,,,,,,,,,,,,
"Gallen, Zac","668678","2022",".250",".278","48","94.1","2420","-3.4","-13.4","18","0.9","86.7","2513","7.5","-35.6","8.4","14.2","86.2","1539","-11.9","-32.8","12.9","21.9","81.6","2515","6.7","-53.5","14","0","94.7","2216","-14.4","-16.3","20.3","14.9","89.9","2424","5.3","-26.7","9.3",,,,,,,,,,,,
"Greene, Hunter","668881","2022",".318",".310","53.7","98.9","2368","-11.7","-12.1","20","41","88.1","2363","4.6","-32","6.2","5.3","90.1","1993","-11.3","-21.8","16.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson, Bryse","669060","2022",".356",".358","23.7","92.7","2034","-8.5","-17.4","16.8","11.1","82.5","2194","6.3","-37.9","7.3","9.5","86.1","1612","-14.4","-32.4","15.3","13.6","77.5","2299","16.1","-49","16.7","32.8","92.1","1958","-16.1","-24.3","18.1","3.9","86","2065","1.6","-31.1","6.7","5.4","83.3","1218","-10.1","-35.4","11.3",,,,,,
"Burnes, Corbin","669203","2022",".267",".273","0.5","96.1","2578","-5.1","-13.8","16.6","9.2","88.2","2801","7.4","-35.1","8","9.8","90.3","2044","-14.4","-26.5","16.3","18.4","81.6","2761","9.8","-47.5","12","6.7","96.2","2493","-11.6","-17.3","17.1","55.4","95","2626","4.4","-18.7","12.5",,,,,,,,,,,,
"Gilbert, Logan","669302","2022",".299",".314","53.9","96.1","2135","-6.4","-11.9","19","24.2","86.9","2289","6.1","-31.6","8.1","8","86.2","1752","-15.3","-28.3","17.7","12.5","80.8","2117","4.2","-50.1","9.6","1.4","94.7","1973","-13.7","-18.1","18.6",,,,,,,,,,,,,,,,,,
"Bieber, Shane","669456","2022",".269",".292","34.4","91.3","2206","-8.5","-15.3","19.7","29.5","85","2515","2.8","-35.1","4.5","2.3","86.4","1557","-12.9","-30.3","14.8","17.9","82","2197","9.9","-51.6","15",,,,,,,"15.8","86.9","2497","1.9","-27","9.3",,,,,,,,,,,,
"Kirby, George","669923","2022",".302",".284","45.4","95.3","2179","-8.8","-15.1","17.4","8.9","85.5","2185","10.1","-38.1","11.1","8","86","1471","-15.3","-33.5","15.9","13.3","80.8","2179","9.9","-53.6","15.3","12.2","94.7","2236","-16.2","-20.6","19.1","12.2","88.3","2149","3.8","-30.2","6.6",,,,,,,,,,,,
"Detmers, Reid","672282","2022",".300",".312","44.1","93.2","2102","10.1","-14.7","19.9","24","86.3","2140","-2.4","-37.3","4.8","11.3","84.2","1435","13.5","-29.6","16.4","18.2","73.1","2476","-12.2","-67","19.5","0.9","93.7","2127","15.5","-17.3","21",,,,,,,,,,,,,"1.6","80.2","2229","-14.8","-47.3","15.8"
"Strider, Spencer","675911","2022",".235",".242","67","98.2","2343","-5.1","-10.7","18.5","28.2","86.3","2388","5.2","-35.6","5.7","4.8","88.9","2126","-14.8","-25","17.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garcia, Luis","677651","2022",".295",".294","42.1","94","2408","-7.5","-13.1","19.7","8.7","79.5","2525","15.2","-45.2","15.5","9.4","84.8","2032","-17","-28","19.9","10.2","77.1","2577","5.9","-57.1","12.5","0.2","90.6","2232","-16.9","-19.6","22","29.5","85.3","2354","5.1","-32.2","7.8",,,,,,,,,,,,
"Gray, Josiah","680686","2022",".350",".319","38.9","94.4","2216","-10","-13","20.5","29","85.8","2030","1.6","-31.6","6.1","2.8","88.1","2056","-16.2","-25.3","19.2","24.8","82.7","2490","2","-45.4","6.2","4","94.8","2281","-15.5","-16.7","20.9","0.5","87.4","2028","0.6","-29.6","6.5",,,,,,,,,,,,
"Bradish, Kyle","680694","2022",".334",".327","44.5","94.6","2305","1.3","-14.4","16.3","29.8","86.9","2483","10.8","-37.4","11.6","8.5","89.9","1427","-12.2","-24.3","15.7","12.9","83.2","2517","5.8","-53.1","14.7","4.4","95.3","2156","-11.8","-15.3","19.2",,,,,,,,,,,,,,,,,,
"Greinke, Zack","425844","2023",".332",".344","26.5","89.5","2248","-2.9","-18.2","16.2","20","79.2","2464","13.6","-41.2","14.2","16.6","86.5","1758","-13.2","-32.1","14.2","14.1","72.4","2408","11.5","-63.2","15.9","15.7","89.8","2206","-14.8","-24.3","17.8","7","85.2","2437","6.9","-33.2","9",,,,,,,,,,,,
"Verlander, Justin","434378","2023",".284",".295","50","94.3","2428","-8","-12.2","20.5","25.3","86.9","2512","4.4","-32.4","6.5","4.7","85.2","1824","-15.4","-28.9","18","20","78.2","2716","7","-58.2","15.1",,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Rich","448179","2023",".359",".360","34.2","88.4","2203","6.3","-17.6","18.6","1.9","77.3","2410","-13.1","-42.8","14","2.2","83","1628","12.1","-33.6","13.9","36.1","71.9","2613","-16.8","-66.4","21.2","4","86.1","2142","15.9","-30.8","17.4","14.7","83.3","2317","-3.4","-32.6","7.7",,,,,,,"6.9","69.4","2523","-21.3","-57","21.5"
"Morton, Charlie","450203","2023",".318",".330","31.6","94.9","2308","-13.2","-19.5","17.3",,,,,,,"10.3","86","2131","-17.2","-36.7","17.3","43.2","82.3","3088","13.6","-48.3","15.9","7","94.2","2149","-17.8","-25.7","18.7","7.9","89.1","2480","-0.5","-27.1","7.4",,,,,,,,,,,,
"Scherzer, Max","453286","2023",".298",".281","46.3","93.7","2360","-10.8","-15.5","19.3","16.8","84","2300","3.4","-37.2","4.3","14.1","83.8","1365","-14.4","-36.1","14.9","12.4","75.4","2718","14.8","-58.1","17.7",,,,,,,"10.4","88.4","2399","1.5","-27.4","7.9",,,,,,,,,,,,
"Lynn, Lance","458681","2023",".347",".337","43.4","92.4","2425","-3.2","-18.4","14.1","6.1","83","2463","3.7","-42.6","5.4","7","84.9","1805","-14.1","-31.7","15.6","7.4","80.8","2507","14.1","-42.8","14.4","12.7","91.4","2258","-11.7","-25.7","13.8","23.2","88.7","2573","2.6","-28.8","7",,,,,,,"0.2","81.3","2510","10","-38.3","10.8"
"Kershaw, Clayton","477132","2023",".280",".300","36.9","90.7","2325","-0.1","-15.1","18.3","43.4","86.5","2475","-5.4","-29.8","9.2","1.7","84.6","1780","11.5","-23.1","19.1","17.5","73.4","2293","-3.9","-66.9","16.3","0.2","90.9","2227","8.7","-16","19.3",,,,,,,"0.2","84.4","1449","9.6","-25.8","15.9",,,,,,
"Gibson, Kyle","502043","2023",".326",".335","13.4","92.1","2260","-5.5","-15.7","17.6",,,,,,,"17","85.5","1679","-14","-33.3","14.7","8.4","79.5","2446","6.4","-50.8","10","26.1","91.9","2116","-14.3","-24.2","16.6","16.6","89.8","2352","1.3","-23.2","10.9",,,,,,,"18.5","81.6","2459","10.6","-40","11.1"
"Cobb, Alex","502171","2023",".325",".333","0.3","95.8","2140","-6.6","-17.5","14.7","5.1","86.2","2623","11","-40.1","11.8",,,,,,,"16.2","83.6","2668","7.8","-52.3","15.3","39.7","94.5","2085","-16","-23.7","17.6",,,,,,,"38.7","89.5","1565","-13.1","-32.2","13.6",,,,,,
"Darvish, Yu","506433","2023",".321",".302","16.6","94.7","2406","-6.6","-13.3","18.7","17.5","85.7","2828","5.6","-38.8","6.6","0.1","82.3","1198","-11.1","-31.5","15","11.7","76.3","2716","10.8","-61.8","17.6","18.6","94.3","2272","-14.6","-20.8","18","9.1","90.9","2603","2.1","-23.7","9.9","7.8","89.2","1450","-7","-29.8","9","18.5","82.4","2792","17.2","-40.4","17.5"
"Kelly, Merrill","518876","2023",".294",".313","30","92.2","2345","-7.4","-17.4","16.5","5.5","85.4","2320","1.6","-34.3","4.1","23.1","88.7","2138","-15.7","-33.8","15.8","11","82.1","2569","8.9","-51","13.8","12.2","92.4","2204","-15.5","-25.7","17","18.1","90.8","2350","-1.3","-20.6","12.6",,,,,,,,,,,,
"Pérez, Martín","527048","2023",".335",".338","3.9","91.8","2023","11.1","-17.4","18.8","1","83.4","2310","-3.5","-32.9","7.8","26.5","84.1","1680","14.7","-30.2","17.1","3.7","79.1","2443","-3.7","-48.4","6.4","42.9","91.6","1964","16.4","-22.9","19.2","22.1","89.2","2179","2.5","-21.7","13.1",,,,,,,,,,,,
"Anderson, Tyler","542881","2023",".345",".340","37.3","90.1","2218","4.9","-15.1","19.4","0.5","78.3","2344","-5.5","-41.8","8.1","33.8","80","1861","13","-31.3","17.5","0.2","73.2","2247","-0.5","-59.3","8.6","5.6","88.5","2227","17.9","-28.4","19.5","22.4","85.1","2439","-3.3","-26.5","11.9",,,,,,,"0.2","76.6","2388","-13.2","-45","13.9"
"Cole, Gerrit","543037","2023",".256",".289","53","96.7","2412","-8.4","-12","19.4","20.8","89.1","2542","4.7","-32.6","5.7","7.1","89.1","1581","-14.2","-24.4","17.7","12.1","82.9","2783","10.1","-53.9","17.2",,,,,,,"7","92.7","2511","2.8","-20.8","11.4",,,,,,,,,,,,
"Eovaldi, Nathan","543135","2023",".296",".308","37.2","95.1","2168","-12.5","-16.7","18.6","4","83.9","2145","6.8","-37.7","7.2",,,,,,,"13.5","76","1956","9.2","-56.2","12.9",,,,,,,"17.6","90.6","2325","0.6","-23.3","10.3","27.6","87.9","1641","-13.4","-33.8","13.7",,,,,,
"Gray, Sonny","543243","2023",".270",".296","27.2","92.9","2537","0.5","-19","12.7",,,,,,,"6.7","87.9","1715","-13.6","-29.6","15.2","16.9","79.5","2643","12.9","-58.1","19.4","15.7","92.8","2443","-10.7","-22.1","14.5","13.1","87.6","2712","5.4","-34.6","6.5",,,,,,,"20.4","84.3","2707","15.6","-44.8","17"
"Hendricks, Kyle","543294","2023",".296",".313","20.3","87.8","2134","-5","-20.8","15.6",,,,,,,"41.1","80.7","2156","-10.4","-33.5","14.3","3.5","73.3","2872","15.7","-61.1","18.7","35.1","87.5","2027","-12.2","-28.8","14",,,,,,,,,,,,,,,,,,
"Lyles, Jordan","543475","2023",".340",".340","30.5","91.2","2250","-6.1","-16.5","17.5","0","81.7","2344","4.2","-33.9","8","10.9","85.5","1677","-13.3","-30.8","15.2","13.1","79.4","2437","6.8","-59","16.9","13.1","90.5","2136","-12.8","-21.8","17.4","7.6","86.8","2411","3.8","-29.3","7.9",,,,,,,"24.6","80.2","2515","14.2","-41.4","14.6"
"Lorenzen, Michael","547179","2023",".304",".327","34.7","94.3","2452","-11.8","-14.8","20","23.2","85.2","2542","2.5","-37.6","3.4","21.6","84.5","2094","-15.9","-29.1","18.6","1.2","82.3","2624","3.7","-52.9","13.3","12","93.7","2331","-16","-19.7","19.7","0.9","90.8","2648","-0.2","-25","8.4",,,,,,,"6.4","83.1","2569","10.6","-39.8","10.9"
"Wheeler, Zack","554430","2023",".277",".277","43.4","95.8","2495","-6.3","-14.5","16.7",,,,,,,"0.4","90.8","1796","-15.1","-22.7","18.5","11.4","81.4","2742","10","-51.7","14.5","18.1","95.2","2315","-15.6","-22","17.8","14.4","90.9","2571","2.5","-27","7.3",,,,,,,"12.3","84.4","2635","13.5","-36.6","14.1"
"Corbin, Patrick","571578","2023",".353",".373","16.9","91.8","2095","8.3","-18.7","16.2","35","80.5","2150","-2.6","-42.1","3.3","6.4","81.2","1563","12.7","-32.7","15.6",,,,,,,"41.6","92.1","2039","14.6","-21.9","18.1",,,,,,,,,,,,,,,,,,
"Heaney, Andrew","571760","2023",".335",".327","57.9","92.5","2413","15.9","-18.3","21.2","25.2","82","2530","-5.7","-40.9","6.8","16.9","84","2117","17.7","-33","18.8","0","74.4","2394","-9.9","-53.6","10.9",,,,,,,,,,,,,,,,,,,,,,,,
